ensgs,enformer_set,sel_start,sel_end,tss,chrom
ENSG00000183760,test,39053841,39184913,39083913,19
ENSG00000198604,na,na,na,34875647,14
ENSG00000257207,na,na,na,110473075,2
ENSG00000109911,test,31404502,31535574,31509700,11
ENSG00000055957,train,52720853,52851925,52777592,3
ENSG00000169918,train,31798425,31929497,31870789,15
ENSG00000215644,na,na,na,81804132,17
ENSG00000158125,train,31365087,31496159,31414715,2
ENSG00000165887,train,97463212,97594284,97572499,10
ENSG00000173621,train,66758081,66889153,66856647,11
ENSG00000168884,train,2687933,2819005,2756376,4
ENSG00000188243,train,75488946,75620018,75549439,13
ENSG00000183921,train,22094431,22225503,22165583,16
ENSG00000071655,train,1503178,1634250,1592801,19
ENSG00000185306,train,64308867,64439939,64391192,12
ENSG00000113163,train,75431021,75562093,75512138,5
ENSG00000284691,train,150326303,150457375,150400702,7
ENSG00000204311,train,178372117,178503189,178451436,2
ENSG00000166170,na,na,na,103562831,14
ENSG00000075035,train,108063400,108194472,108129471,12
ENSG00000221909,train,99457720,99588792,99558536,7
ENSG00000206075,valid,63434227,63565299,63476761,18
ENSG00000137507,train,76566012,76697084,76670747,11
ENSG00000188992,train,14122531,14253603,14210891,21
ENSG00000152443,train,57693004,57824076,57746796,19
ENSG00000188199,na,na,na,79703227,10
ENSG00000213719,train,31684107,31815179,31739763,6
ENSG00000127124,train,41952046,42083118,42035925,1
ENSG00000177174,test,248310857,248441929,248348775,1
ENSG00000133818,train,14294983,14426055,14364506,11
ENSG00000168993,train,731589,862661,826198,4
ENSG00000169953,na,na,na,18828662,Y
ENSG00000182348,train,88699484,88830556,88759368,7
ENSG00000095203,train,109219927,109350999,109320964,9
ENSG00000154153,train,16510956,16642028,16617058,5
ENSG00000183463,train,27929671,28060743,27988654,13
ENSG00000059728,train,69806101,69937173,69897688,2
ENSG00000267127,train,79954927,80085999,80034346,18
ENSG00000204316,train,75807235,75938307,75905413,17
ENSG00000179981,train,75100601,75231673,75210755,18
ENSG00000124444,test,43526712,43657784,43596392,19
ENSG00000143995,train,66329354,66460426,66433452,2
ENSG00000255439,train,31015895,31146967,31094956,16
ENSG00000108107,test,55312208,55443280,55385345,19
ENSG00000109184,train,51793951,51925023,51843000,4
ENSG00000197153,train,27808377,27939449,27893106,6
ENSG00000284631,valid,227536003,227667075,227616998,2
ENSG00000139668,train,51479712,51610784,51584455,13
ENSG00000134762,train,30947853,31078925,31042815,18
ENSG00000154734,train,26783138,26914210,26845409,21
ENSG00000165244,train,96362523,96493595,96418329,9
ENSG00000074755,train,4033457,4164529,4143020,17
ENSG00000132671,train,22963037,23094109,23035386,20
ENSG00000168412,train,186445837,186576909,186555567,4
ENSG00000160145,train,124012312,124143384,124080023,3
ENSG00000185803,train,144294129,144425201,144354135,8
ENSG00000160213,train,43721655,43852727,43776445,21
ENSG00000102531,train,48921351,49052423,48975912,13
ENSG00000180185,train,1781173,1912245,1826941,16
ENSG00000162944,valid,197602174,197733246,197676045,2
ENSG00000186854,train,84828272,84959344,84907008,2
ENSG00000106868,train,112106283,112237355,112175408,9
ENSG00000114026,train,9653053,9784125,9749944,3
ENSG00000171453,train,43426328,43557400,43509702,6
ENSG00000145757,train,95635513,95766585,95698711,5
ENSG00000146223,train,42770338,42901410,42879618,6
ENSG00000162980,train,151738923,151869995,151828492,2
ENSG00000136574,train,11583578,11714650,11676959,8
ENSG00000122687,valid,2189955,2321027,2242198,7
ENSG00000141068,train,27395173,27526245,27456714,17
ENSG00000151322,na,na,na,32934933,14
ENSG00000010017,train,13638993,13770065,13711564,6
ENSG00000131558,train,133175606,133306678,133253073,7
ENSG00000136754,train,26774392,26905464,26861087,10
ENSG00000118412,train,89763909,89894981,89829894,6
ENSG00000161204,test,184159909,184290981,184186023,3
ENSG00000153779,na,na,na,89921882,X
ENSG00000157093,train,42356211,42487283,42410600,3
ENSG00000197124,test,19990735,20121807,20039506,19
ENSG00000143222,train,161065048,161196120,161152776,1
ENSG00000151117,train,18624517,18755589,18693122,11
ENSG00000156603,train,57639820,57770892,57712323,11
ENSG00000120645,train,10000,141072,66765,12
ENSG00000147677,train,116676950,116808022,116766925,8
ENSG00000165060,train,68942141,69073213,69035259,9
ENSG00000142615,train,15365948,15497020,15456728,1
ENSG00000244414,na,na,na,196819757,1
ENSG00000147905,train,37073435,37204507,37120539,9
ENSG00000147655,train,108017882,108148954,108083648,8
ENSG00000107518,train,115043744,115174816,115093365,10
ENSG00000165915,test,47346273,47477345,47407132,11
ENSG00000273049,train,53878626,54009698,53985845,12
ENSG00000183246,na,na,na,21551461,22
ENSG00000134480,train,87304440,87435512,87413019,5
ENSG00000111674,train,6832296,6963368,6913745,12
ENSG00000063601,valid,150668812,150799884,150692971,X
ENSG00000180525,train,600391,731463,649948,10
ENSG00000154478,train,123571614,123702686,123666355,10
ENSG00000123992,na,na,na,219400022,2
ENSG00000170903,train,105947021,106078093,106022403,11
ENSG00000119689,test,74777122,74908194,74881891,14
ENSG00000101197,valid,63159856,63290928,63235883,20
ENSG00000126070,train,35851339,35982411,35930718,1
ENSG00000213171,train,151749990,151881062,151806154,1
ENSG00000144320,train,175944954,176076026,176002839,2
ENSG00000144645,train,31991569,32122641,32077580,3
ENSG00000198478,train,79569184,79700256,79631283,6
ENSG00000196778,train,4389534,4520606,4482646,11
ENSG00000142327,valid,240509693,240640765,240565804,2
ENSG00000164919,train,99818007,99949079,99894062,8
ENSG00000165655,train,75356349,75487421,75401906,10
ENSG00000127324,train,71393559,71524631,71441898,12
ENSG00000248643,train,66561284,66692356,66616626,11
ENSG00000165059,train,68942141,69073213,69014113,9
ENSG00000076650,test,32975324,33106396,33080880,19
ENSG00000008516,train,2961955,3093027,3046681,16
ENSG00000242732,valid,72103261,72234333,72131901,X
ENSG00000172199,train,56327840,56458912,56375624,11
ENSG00000179403,train,1373176,1504248,1434861,1
ENSG00000271601,train,145911679,146042751,145958001,1
ENSG00000104635,train,22320992,22452064,22367249,8
ENSG00000016864,train,52655254,52786326,52706032,3
ENSG00000129250,train,4951843,5082915,4997948,17
ENSG00000167768,train,52632245,52763317,52680407,12
ENSG00000179520,train,100257119,100388191,100357079,12
ENSG00000149483,train,61313364,61444436,61362001,11
ENSG00000169618,train,68559720,68690792,68643589,2
ENSG00000090447,train,4208336,4339408,4273075,16
ENSG00000154309,train,222793707,222924779,222872271,1
ENSG00000177685,train,715990,847062,826144,11
ENSG00000134308,train,9521855,9652927,9631014,2
ENSG00000188771,train,112178926,112309998,112260860,11
ENSG00000248751,train,30227085,30358157,30299482,22
ENSG00000110628,train,2815158,2946230,2899721,11
ENSG00000164951,train,93782899,93913971,93857807,8
ENSG00000170365,train,145380863,145511935,145481194,4
ENSG00000187833,train,73676442,73807514,73784189,2
ENSG00000186803,train,21132878,21263950,21207143,9
ENSG00000174326,train,6985412,7116484,7043923,17
ENSG00000100836,test,23281761,23412833,23321289,14
ENSG00000116852,train,200949240,201080312,201023700,1
ENSG00000204624,train,11405358,11536430,11479166,1
ENSG00000122711,train,33137495,33268567,33218365,9
ENSG00000064547,train,19535979,19667051,19628930,19
ENSG00000162373,train,48708743,48839815,48776969,1
ENSG00000127561,train,1912371,2043443,1989660,16
ENSG00000186318,train,117230049,117361121,117316259,11
ENSG00000274810,train,132671380,132802452,132722459,3
ENSG00000147117,test,47263780,47394852,47370583,X
ENSG00000146143,na,na,na,57314805,6
ENSG00000096070,train,36144839,36275911,36196744,6
ENSG00000187944,na,na,na,196810276,2
ENSG00000056558,train,120830950,120962022,120929173,9
ENSG00000171631,train,73154864,73285936,73264505,11
ENSG00000173572,test,55885653,56016725,55932336,19
ENSG00000100225,train,32391852,32522924,32474676,22
ENSG00000099364,train,30819098,30950170,30923055,16
ENSG00000111530,train,67195223,67326295,67269281,12
ENSG00000142453,test,10811513,10942585,10871513,19
ENSG00000166535,train,8724625,8855697,8822472,12
ENSG00000230031,na,na,na,20866314,15
ENSG00000164600,train,31294615,31425687,31340894,7
ENSG00000162763,train,165460181,165591253,165544007,1
ENSG00000147166,na,na,na,71301734,X
ENSG00000157992,train,27363548,27494620,27442366,2
ENSG00000159674,train,1125183,1256255,1208962,4
ENSG00000115762,train,131027127,131158199,131104847,2
ENSG00000188001,test,188862158,188993230,188947214,3
ENSG00000203857,train,119424465,119555537,119507198,1
ENSG00000108839,train,6919813,7050885,6996065,17
ENSG00000162928,train,60950236,61081308,61017225,2
ENSG00000160796,train,46882542,47013614,46979683,3
ENSG00000107960,train,103826315,103957387,103918205,10
ENSG00000164116,train,155614307,155745379,155666711,4
ENSG00000145020,train,49375304,49506376,49422753,3
ENSG00000143178,train,168215339,168346411,168281040,1
ENSG00000108395,train,59013891,59144963,59106921,17
ENSG00000083812,train,58414593,58545665,58467045,19
ENSG00000115275,train,74398031,74529103,74465410,2
ENSG00000133138,valid,106739339,106870411,106802680,X
ENSG00000134440,train,57555082,57686154,57622213,18
ENSG00000135426,train,54928210,55059282,54984746,12
ENSG00000007001,train,157774031,157905103,157876702,2
ENSG00000244687,valid,50085310,50216382,50115959,20
ENSG00000055163,train,157204502,157335574,157266079,5
ENSG00000102239,test,136412396,136543468,136487887,X
ENSG00000177464,na,na,na,45602208,19
ENSG00000121318,na,na,na,10826358,12
ENSG00000108946,train,68460147,68591219,68511780,17
ENSG00000102243,na,na,na,136532152,X
ENSG00000187912,train,14484856,14615928,14583084,19
ENSG00000107201,train,32415906,32546978,32526324,9
ENSG00000175535,train,116486922,116617994,116545931,10
ENSG00000088833,valid,1442603,1573675,1473842,20
ENSG00000170577,train,44944080,45075152,45009430,2
ENSG00000124116,valid,45727128,45858200,45791932,20
ENSG00000163046,na,na,na,132257969,2
ENSG00000134627,train,94497197,94628269,94543840,11
ENSG00000007047,test,45017669,45148741,45079288,19
ENSG00000215474,train,47151110,47282182,47251603,18
ENSG00000041988,train,6551032,6682104,6624866,1
ENSG00000134216,train,111224590,111355662,111290862,1
ENSG00000176231,train,15862435,15993507,15944299,19
ENSG00000106714,na,na,na,39288315,9
ENSG00000136883,train,114008654,114139726,114099291,9
ENSG00000115464,train,61409429,61540501,61470769,2
ENSG00000101115,na,na,na,51802520,20
ENSG00000164294,train,55095331,55226403,55160118,5
ENSG00000131153,train,85608884,85739956,85690073,16
ENSG00000132305,train,86140252,86271324,86195770,2
ENSG00000140259,train,43737443,43868515,43824802,15
ENSG00000059588,train,234426249,234557321,234479103,1
ENSG00000215045,na,na,na,6551436,7
ENSG00000107537,train,13195399,13326471,13302412,10
ENSG00000123815,test,40659487,40790559,40718207,19
ENSG00000134871,train,110232529,110363601,110305812,13
ENSG00000176165,test,28672144,28803216,28760330,14
ENSG00000166946,train,43081453,43212525,43185118,15
ENSG00000075711,test,197234455,197365527,197299300,3
ENSG00000147588,train,81362819,81493891,81447523,8
ENSG00000166926,train,60263780,60394852,60334831,11
ENSG00000077044,valid,233270453,233401525,233354507,2
ENSG00000099860,train,2421564,2552636,2476122,19
ENSG00000143761,train,228004068,228135140,228082660,1
ENSG00000134042,train,50759055,50890127,50825402,18
ENSG00000167083,train,49108442,49239514,49210574,17
ENSG00000152977,train,147299957,147431029,147393422,3
ENSG00000068323,test,48984115,49115187,49043486,X
ENSG00000064989,train,187359180,187490252,187448460,2
ENSG00000077458,train,95743578,95874650,95790409,11
ENSG00000160469,test,55197519,55328591,55282072,19
ENSG00000175857,train,58440880,58571952,58491435,5
ENSG00000187191,na,na,na,24813492,Y
ENSG00000127125,train,42345640,42476712,42456117,1
ENSG00000174136,valid,98710230,98841302,98768650,5
ENSG00000174721,train,91821698,91952770,91909483,10
ENSG00000146963,train,139276313,139407385,139340359,7
ENSG00000124701,train,40999165,41130237,41053304,6
ENSG00000165194,valid,100316755,100447827,100410273,X
ENSG00000148600,train,84146615,84277687,84194635,10
ENSG00000168589,train,80492162,80623234,80540734,16
ENSG00000117016,train,40574467,40705539,40665657,1
ENSG00000154997,train,55763042,55894114,55862789,7
ENSG00000103426,train,4339534,4470606,4420494,16
ENSG00000104722,train,24813754,24944826,24913012,8
ENSG00000078401,train,12195815,12326887,12290363,6
ENSG00000124370,train,71052482,71183554,71130239,2
ENSG00000089234,train,111605746,111736818,111685986,12
ENSG00000172936,train,38092276,38223348,38138478,3
ENSG00000125844,train,17583919,17714991,17682295,20
ENSG00000147896,train,27430382,27561454,27524314,9
ENSG00000165325,train,93250816,93381888,93329971,11
ENSG00000129083,train,14426181,14557253,14500027,11
ENSG00000166263,train,54881154,55012226,54968727,17
ENSG00000104889,train,12713683,12844755,12802063,19
ENSG00000102302,valid,54471051,54602123,54496166,X
ENSG00000188886,train,96070391,96201463,96138436,2
ENSG00000067113,train,55488925,55619997,55535050,5
ENSG00000153707,train,10505840,10636912,10612723,9
ENSG00000145861,train,160287655,160418727,160370641,5
ENSG00000118518,train,127214300,127345372,127266610,6
ENSG00000215883,train,54153460,54284532,54200036,1
ENSG00000160870,train,99654517,99785589,99735196,7
ENSG00000163485,train,202982809,203113881,203090654,1
ENSG00000152591,train,87522545,87653617,87608529,4
ENSG00000174371,train,241773337,241904409,241847967,1
ENSG00000185442,train,92716738,92847810,92809884,15
ENSG00000196859,train,40908567,41039639,40966892,17
ENSG00000196118,train,30687900,30818972,30762710,16
ENSG00000122390,train,3355549,3486621,3443611,16
ENSG00000171195,train,70335607,70466679,70430492,4
ENSG00000109103,train,28444757,28575829,28552668,17
ENSG00000166971,train,53399775,53530847,53504411,16
ENSG00000267673,test,10238068,10369140,10316015,19
ENSG00000214046,train,16584024,16715096,16660442,19
ENSG00000213903,na,na,na,24311450,14
ENSG00000169962,train,1241978,1373050,1331314,1
ENSG00000163795,train,27297949,27429021,27380790,2
ENSG00000256235,train,150671088,150802160,150777946,5
ENSG00000169692,train,136612699,136743771,136687423,9
ENSG00000147459,train,25076150,25207222,25184723,8
ENSG00000071203,train,60394978,60526050,60492778,11
ENSG00000164338,train,73463051,73594123,73565443,5
ENSG00000147202,valid,96646707,96777779,96684663,X
ENSG00000102316,valid,54700429,54831501,54807599,X
ENSG00000119899,train,73599675,73730747,73654155,6
ENSG00000223573,train,5504717,5635789,5568034,19
ENSG00000169393,train,47956495,48087567,47994651,19
ENSG00000139549,train,49024300,49155372,49094819,12
ENSG00000114850,train,156483817,156614889,156555184,3
ENSG00000154920,train,50289224,50420296,50373220,17
ENSG00000174446,train,66434697,66565769,66497813,15
ENSG00000126062,train,50293690,50424762,50359610,3
ENSG00000163521,valid,219163706,219294778,219245478,2
ENSG00000172197,train,20133294,20264366,20212399,6
ENSG00000174564,train,136869716,137000788,136946230,3
ENSG00000068354,na,na,na,48539457,X
ENSG00000167645,test,38251018,38382090,38317273,19
ENSG00000101608,train,3158752,3289824,3247481,18
ENSG00000177380,train,49071678,49202750,49119389,19
ENSG00000127946,train,75645283,75776355,75738962,7
ENSG00000135709,train,84952894,85083966,85027751,16
ENSG00000119138,train,70319720,70450792,70414624,9
ENSG00000101413,valid,37928276,38059348,38033546,20
ENSG00000167470,train,1175183,1306255,1248553,19
ENSG00000171291,na,na,na,11848726,19
ENSG00000172023,train,78989961,79121033,79088019,2
ENSG00000180219,train,99601129,99732201,99647753,12
ENSG00000267041,na,na,na,36772825,19
ENSG00000181751,train,103180723,103311795,103258702,5
ENSG00000248871,train,7444605,7575677,7549099,17
ENSG00000245848,test,33204702,33335774,33302564,19
ENSG00000272325,train,34308067,34439139,34392674,6
ENSG00000170054,test,94388941,94520013,94479689,14
ENSG00000101000,valid,35061051,35192123,35172073,20
ENSG00000231637,na,na,na,9353638,4
ENSG00000165443,train,59087797,59218869,59176590,10
ENSG00000197745,train,62231750,62362822,62299064,11
ENSG00000185453,train,48087693,48218765,48170692,19
ENSG00000178149,train,48916111,49047183,49022293,3
ENSG00000169684,train,78504913,78635985,78565520,15
ENSG00000051009,train,6160707,6291779,6234711,11
ENSG00000151304,train,121876438,122007510,121961961,5
ENSG00000180979,train,42491062,42622134,42548802,15
ENSG00000184831,valid,23858935,23990007,23907934,X
ENSG00000116521,train,155161138,155292210,155262430,1
